observed_at,temperature_c,humidity_pct,wind_speed_ms,rainfall_mm,grid_x,grid_y,source,fetched_at
2026-08-15 13:00:00+09:00,29.0,70.0,1.1,0.0,62,126,KMA_ULTRA_SHORT_NOWCAST,2026-08-15 14:31:37.837176+09:00
2026-08-15 14:00:00+09:00,29.1,68.0,1.2,0.0,62,126,KMA_ULTRA_SHORT_NOWCAST,2026-08-15 15:36:15.433985+09:00
2026-08-16 12:00:00+09:00,24.0,89.0,2.3,0.0,62,126,KMA_ULTRA_SHORT_NOWCAST,2026-08-16 12:58:27.962994+09:00
